
	Representative rates for the period  January 01, 1994 - November 01, 2023
	Date	U.K. pound(GBP)	
	27-May-2016	1.4654  	
	31-May-2016	1.4618  	
	01-Jun-2016	1.4446  	
	02-Jun-2016	1.4431  	
	03-Jun-2016	1.4408  	
	06-Jun-2016	1.4392  	
	07-Jun-2016	1.4588  	
	08-Jun-2016	1.4569  	
	09-Jun-2016	1.4466  	
	10-Jun-2016	1.442  	
	13-Jun-2016	1.4158  	
	14-Jun-2016	1.4164  	
	15-Jun-2016	1.4195  	
	16-Jun-2016	1.4129  	
	17-Jun-2016	1.4256  	
	20-Jun-2016	1.4623  	
	21-Jun-2016	1.4751  	
	22-Jun-2016	1.4679  	
	23-Jun-2016	1.4892  	
	24-Jun-2016	1.3703  	
	27-Jun-2016	1.321  	
	28-Jun-2016	1.334  	
	29-Jun-2016	1.3422  	
	30-Jun-2016	1.3488  	
	01-Jul-2016	1.3288  	
	05-Jul-2016	1.316  	
	06-Jul-2016	1.2981  	
	07-Jul-2016	1.3031  	
	08-Jul-2016	1.2983  	
	11-Jul-2016	1.2981  	
	12-Jul-2016	1.3161  	
	13-Jul-2016	1.3297  	
	14-Jul-2016	1.322  	
	15-Jul-2016	1.3372  	
	18-Jul-2016	1.3233  	
	19-Jul-2016	1.3168  	
	20-Jul-2016	1.317  	
	21-Jul-2016	1.3185  	
	22-Jul-2016	1.3107  	
	25-Jul-2016	1.3131  	
	26-Jul-2016	1.312  	
	27-Jul-2016	1.3101  	
	28-Jul-2016	1.3149  	
	29-Jul-2016	1.3177  	
	01-Aug-2016	1.3181  	
	02-Aug-2016	1.3236  	
	03-Aug-2016	1.3346  	
	04-Aug-2016	1.3285  	
	05-Aug-2016	1.3159  	
	08-Aug-2016	1.3066  	
	09-Aug-2016	1.2984  	
	10-Aug-2016	1.3068  	
	11-Aug-2016	1.298  	
	12-Aug-2016	1.2963  	
	15-Aug-2016	1.2919  	
	16-Aug-2016	1.298  	
	17-Aug-2016	1.3008  	
	18-Aug-2016	1.3154  	
	19-Aug-2016	1.312  	
	22-Aug-2016	1.3086  	
	23-Aug-2016	1.3181  	
	24-Aug-2016	1.3242  	
	25-Aug-2016	1.3197  	
	26-Aug-2016	1.3201  	
	29-Aug-2016	1.3085  	
	30-Aug-2016	1.3084  	
	31-Aug-2016	1.3138  	
	01-Sep-2016	1.3246  	
	02-Sep-2016	1.3257  	
	06-Sep-2016	1.3331  	
	07-Sep-2016	1.3381  	
	08-Sep-2016	1.3372  	
	09-Sep-2016	1.3315  	
	12-Sep-2016	1.3265  	
	13-Sep-2016	1.327  	
	14-Sep-2016	1.3199  	
	15-Sep-2016	1.3224  	
	16-Sep-2016	1.3171  	
	19-Sep-2016	1.305  	
	20-Sep-2016	1.2969  	
	21-Sep-2016	1.2998  	
	22-Sep-2016	1.3053  	
	23-Sep-2016	1.2974  	
	26-Sep-2016	1.2926  	
	27-Sep-2016	1.2956  	
	28-Sep-2016	1.3018  	
	29-Sep-2016	1.3015  	
	30-Sep-2016	1.2961  	
	03-Oct-2016	1.2885  	
	04-Oct-2016	1.2765  	
	05-Oct-2016	1.2725  	
	06-Oct-2016	1.2706  	
	07-Oct-2016	1.2378  	
	11-Oct-2016	1.2257  	
	12-Oct-2016	1.2255  	
	13-Oct-2016	1.2205  	
	14-Oct-2016	1.2235  	
	17-Oct-2016	1.2162  	
	18-Oct-2016	1.2281  	
	19-Oct-2016	1.2302  	
	20-Oct-2016	1.226  	
	21-Oct-2016	1.2209  	
	24-Oct-2016	1.224  	
	25-Oct-2016	1.2233  	
	26-Oct-2016	1.2214  	
	27-Oct-2016	1.226  	
	28-Oct-2016	1.2135  	
	31-Oct-2016	1.2171  	
	01-Nov-2016	1.2234  	
	02-Nov-2016	1.23105  	
	03-Nov-2016	1.24615  	
	04-Nov-2016	1.24985  	
	07-Nov-2016	1.2417  	
	08-Nov-2016	1.2406  	
	09-Nov-2016	1.24405  	
	10-Nov-2016	1.241  	
	11-Nov-2016	1.26205  	
	14-Nov-2016	1.253  	
	15-Nov-2016	1.2426  	
	16-Nov-2016	1.2427  	
	17-Nov-2016	1.24905  	
	18-Nov-2016	1.24165  	
	21-Nov-2016	1.23835  	
	22-Nov-2016	1.24515  	
	23-Nov-2016	1.2397  	
	28-Nov-2016	1.2403  	
	29-Nov-2016	1.2475  	
	30-Nov-2016	1.2452  	
	01-Dec-2016	1.2621  	
	02-Dec-2016	1.262  	
	05-Dec-2016	1.2732  	
	06-Dec-2016	1.2754  	
	07-Dec-2016	1.25935  	
	08-Dec-2016	1.26795  	
	09-Dec-2016	1.25995  	
	12-Dec-2016	1.2634  	
	13-Dec-2016	1.27065  	
	14-Dec-2016	1.26495  	
	15-Dec-2016	1.2483  	
	16-Dec-2016	1.24295  	
	19-Dec-2016	1.2416  	
	20-Dec-2016	1.23445  	
	21-Dec-2016	1.2367  	
	22-Dec-2016	1.2337  	
	23-Dec-2016	1.2255  	
	28-Dec-2016	1.2232  	
	29-Dec-2016	1.2255  	
	30-Dec-2016	1.2302  	
	03-Jan-2017	1.22895  	
	04-Jan-2017	1.22835  	
	05-Jan-2017	1.23055  	
	06-Jan-2017	1.2367  	
	09-Jan-2017	1.2166  	
	10-Jan-2017	1.2143  	
	11-Jan-2017	1.21255  	
	12-Jan-2017	1.2285  	
	13-Jan-2017	1.2181  	
	17-Jan-2017	1.2222  	
	18-Jan-2017	1.2284  	
	19-Jan-2017	1.2327  	
	23-Jan-2017	1.24335  	
	24-Jan-2017	1.2455  	
	25-Jan-2017	1.2579  	
	26-Jan-2017	1.2592  	
	27-Jan-2017	1.25335  	
	30-Jan-2017	1.2519  	
	31-Jan-2017	1.24615  	
	01-Feb-2017	1.2649  	
	02-Feb-2017	1.2668  	
	03-Feb-2017	1.2486  	
	06-Feb-2017	1.24765  	
	07-Feb-2017	1.2378  	
	08-Feb-2017	1.249  	
	09-Feb-2017	1.2556  	
	10-Feb-2017	1.2451  	
	13-Feb-2017	1.2528  	
	14-Feb-2017	1.24635  	
	15-Feb-2017	1.2425  	
	16-Feb-2017	1.2494  	
	17-Feb-2017	1.2416  	
	21-Feb-2017	1.24205  	
	22-Feb-2017	1.2434  	
	23-Feb-2017	1.2477  	
	24-Feb-2017	1.25515  	
	27-Feb-2017	1.2416  	
	28-Feb-2017	1.244  	
	01-Mar-2017	1.2315  	
	02-Mar-2017	1.2281  	
	03-Mar-2017	1.2225  	
	06-Mar-2017	1.2259  	
	07-Mar-2017	1.21875  	
	08-Mar-2017	1.2149  	
	09-Mar-2017	1.2152  	
	10-Mar-2017	1.2143  	
	13-Mar-2017	1.2225  	
	14-Mar-2017	1.2128  	
	15-Mar-2017	1.21915  	
	16-Mar-2017	1.2295  	
	17-Mar-2017	1.23595  	
	20-Mar-2017	1.2384  	
	21-Mar-2017	1.2462  	
	22-Mar-2017	1.2449  	
	23-Mar-2017	1.25  	
	24-Mar-2017	1.2497  	
	27-Mar-2017	1.25875  	
	28-Mar-2017	1.25555  	
	29-Mar-2017	1.24315  	
	30-Mar-2017	1.24545  	
	31-Mar-2017	1.24525  	
	03-Apr-2017	1.2502  	
	04-Apr-2017	1.2448  	
	05-Apr-2017	1.24785  	
	06-Apr-2017	1.2456  	
	07-Apr-2017	1.24235  	
	10-Apr-2017	1.2406  	
	11-Apr-2017	1.2426  	
	12-Apr-2017	1.2497  	
	13-Apr-2017	1.2541  	
	18-Apr-2017	1.266  	
	19-Apr-2017	1.28395  	
	20-Apr-2017	1.28015  	
	21-Apr-2017	1.2793  	
	24-Apr-2017	1.28185  	
	25-Apr-2017	1.2819  	
	26-Apr-2017	1.28225  	
	27-Apr-2017	1.29  	
	28-Apr-2017	1.29415  	
	02-May-2017	1.2924  	
	03-May-2017	1.2926  	
	04-May-2017	1.2886  	
	05-May-2017	1.2935  	
	08-May-2017	1.296  	
	09-May-2017	1.29255  	
	10-May-2017	1.2947  	
	11-May-2017	1.28945  	
	12-May-2017	1.2855  	
	15-May-2017	1.2928  	
	16-May-2017	1.2892  	
	17-May-2017	1.2972  	
	18-May-2017	1.30345  	
	19-May-2017	1.3005  	
	22-May-2017	1.2998  	
	23-May-2017	1.2967  	
	24-May-2017	1.2962  	
	25-May-2017	1.296  	
	26-May-2017	1.2854  	
	30-May-2017	1.28655  	
	31-May-2017	1.28385  	
	01-Jun-2017	1.28535  	
	02-Jun-2017	1.28535  	
	05-Jun-2017	1.29065  	
	06-Jun-2017	1.29065  	
	07-Jun-2017	1.29  	
	08-Jun-2017	1.29425  	
	09-Jun-2017	1.27535  	
	12-Jun-2017	1.26905  	
	13-Jun-2017	1.27315  	
	14-Jun-2017	1.27275  	
	15-Jun-2017	1.2777  	
	16-Jun-2017	1.2777  	
	19-Jun-2017	1.2802  	
	20-Jun-2017	1.267  	
	21-Jun-2017	1.26815  	
	22-Jun-2017	1.26705  	
	23-Jun-2017	1.2738  	
	26-Jun-2017	1.274  	
	27-Jun-2017	1.275  	
	28-Jun-2017	1.28255  	
	29-Jun-2017	1.2966  	
	30-Jun-2017	1.29785  	
	03-Jul-2017	1.2955  	
	05-Jul-2017	1.29085  	
	06-Jul-2017	1.2957  	
	07-Jul-2017	1.2893  	
	10-Jul-2017	1.2876  	
	11-Jul-2017	1.2905  	
	12-Jul-2017	1.2859  	
	13-Jul-2017	1.29235  	
	14-Jul-2017	1.29695  	
	17-Jul-2017	1.3066  	
	18-Jul-2017	1.30245  	
	19-Jul-2017	1.3051  	
	20-Jul-2017	1.29405  	
	21-Jul-2017	1.3004  	
	24-Jul-2017	1.3033  	
	25-Jul-2017	1.3032  	
	26-Jul-2017	1.3054  	
	27-Jul-2017	1.31475  	
	28-Jul-2017	1.3086  	
	31-Jul-2017	1.3124  	
	01-Aug-2017	1.32125  	
	02-Aug-2017	1.323  	
	03-Aug-2017	1.31875  	
	04-Aug-2017	1.3141  	
	07-Aug-2017	1.30535  	
	08-Aug-2017	1.3033  	
	09-Aug-2017	1.30025  	
	10-Aug-2017	1.30015  	
	11-Aug-2017	1.2965  	
	14-Aug-2017	1.29685  	
	15-Aug-2017	1.2876  	
	16-Aug-2017	1.2871  	
	17-Aug-2017	1.2864  	
	18-Aug-2017	1.28915  	
	21-Aug-2017	1.28955  	
	22-Aug-2017	1.2821  	
	23-Aug-2017	1.2808  	
	24-Aug-2017	1.28215  	
	25-Aug-2017	1.28365  	
	28-Aug-2017	1.29  	
	29-Aug-2017	1.2949  	
	30-Aug-2017	1.2925  	
	31-Aug-2017	1.2876  	
	01-Sep-2017	1.2933  	
	05-Sep-2017	1.296  	
	06-Sep-2017	1.3047  	
	07-Sep-2017	1.309  	
	08-Sep-2017	1.31945  	
	11-Sep-2017	1.3215  	
	12-Sep-2017	1.3277  	
	13-Sep-2017	1.32645  	
	14-Sep-2017	1.3243  	
	15-Sep-2017	1.35825  	
	18-Sep-2017	1.35435  	
	19-Sep-2017	1.34995  	
	20-Sep-2017	1.3533  	
	21-Sep-2017	1.348  	
	22-Sep-2017	1.3557  	
	25-Sep-2017	1.3479  	
	26-Sep-2017	1.3432  	
	27-Sep-2017	1.3426  	
	28-Sep-2017	1.342  	
	29-Sep-2017	1.3384  	
	02-Oct-2017	1.33105  	
	03-Oct-2017	1.3259  	
	04-Oct-2017	1.3282  	
	05-Oct-2017	1.3182  	
	06-Oct-2017	1.3064  	
	10-Oct-2017	1.3189  	
	11-Oct-2017	1.3195  	
	12-Oct-2017	1.3167  	
	13-Oct-2017	1.329  	
	16-Oct-2017	1.33015  	
	17-Oct-2017	1.3204  	
	18-Oct-2017	1.31795  	
	19-Oct-2017	1.3167  	
	20-Oct-2017	1.3178  	
	23-Oct-2017	1.3173  	
	24-Oct-2017	1.3179  	
	25-Oct-2017	1.3244  	
	26-Oct-2017	1.3219  	
	27-Oct-2017	1.31025  	
	30-Oct-2017	1.319  	
	31-Oct-2017	1.3219  	
	01-Nov-2017	1.3297  	
	02-Nov-2017	1.3137  	
	03-Nov-2017	1.30915  	
	06-Nov-2017	1.3112  	
	07-Nov-2017	1.31335  	
	08-Nov-2017	1.3118  	
	09-Nov-2017	1.3121  	
	10-Nov-2017	1.316  	
	13-Nov-2017	1.3092  	
	14-Nov-2017	1.3111  	
	15-Nov-2017	1.3169  	
	16-Nov-2017	1.319  	
	17-Nov-2017	1.3198  	
	20-Nov-2017	1.3245  	
	21-Nov-2017	1.32315  	
	22-Nov-2017	1.32495  	
	27-Nov-2017	1.33495  	
	28-Nov-2017	1.3297  	
	29-Nov-2017	1.34035  	
	30-Nov-2017	1.34445  	
	01-Dec-2017	1.35025  	
	04-Dec-2017	1.3505  	
	05-Dec-2017	1.3412  	
	06-Dec-2017	1.33625  	
	07-Dec-2017	1.3331  	
	08-Dec-2017	1.3455  	
	11-Dec-2017	1.3374  	
	12-Dec-2017	1.3349  	
	13-Dec-2017	1.3353  	
	14-Dec-2017	1.34345  	
	15-Dec-2017	1.3395  	
	18-Dec-2017	1.33665  	
	19-Dec-2017	1.3374  	
	20-Dec-2017	1.3393  	
	21-Dec-2017	1.33665  	
	22-Dec-2017	1.33855  	
	26-Dec-2017	1.3368  	
	27-Dec-2017	1.3414  	
	28-Dec-2017	1.3434  	
	29-Dec-2017	1.35115  	
	02-Jan-2018	1.3551  	
	03-Jan-2018	1.35615  	
	04-Jan-2018	1.35545  	
	05-Jan-2018	1.35475  	
	08-Jan-2018	1.3541  	
	09-Jan-2018	1.354  	
	10-Jan-2018	1.35535  	
	11-Jan-2018	1.3462  	
	12-Jan-2018	1.3639  	
	16-Jan-2018	1.3747  	
	17-Jan-2018	1.3788  	
	18-Jan-2018	1.3886  	
	19-Jan-2018	1.38855  	
	22-Jan-2018	1.39005  	
	23-Jan-2018	1.39345  	
	24-Jan-2018	1.4136  	
	25-Jan-2018	1.4258  	
	26-Jan-2018	1.4247  	
	29-Jan-2018	1.4063  	
	30-Jan-2018	1.4124  	
	31-Jan-2018	1.4161  	
	01-Feb-2018	1.4219  	
	02-Feb-2018	1.4223  	
	05-Feb-2018	1.4048  	
	06-Feb-2018	1.39315  	
	07-Feb-2018	1.38885  	
	08-Feb-2018	1.39705  	
	09-Feb-2018	1.38265  	
	12-Feb-2018	1.38515  	
	13-Feb-2018	1.3902  	
	14-Feb-2018	1.3851  	
	15-Feb-2018	1.40465  	
	16-Feb-2018	1.4063  	
	20-Feb-2018	1.39865  	
	21-Feb-2018	1.3923  	
	22-Feb-2018	1.38795  	
	23-Feb-2018	1.39785  	
	26-Feb-2018	1.4047  	
	27-Feb-2018	1.3947  	
	28-Feb-2018	1.3842  	
	01-Mar-2018	1.3745  	
	02-Mar-2018	1.37905  	
	05-Mar-2018	1.3813  	
	06-Mar-2018	1.38985  	
	07-Mar-2018	1.38555  	
	08-Mar-2018	1.3861  	
	09-Mar-2018	1.38255  	
	12-Mar-2018	1.3854  	
	13-Mar-2018	1.3894  	
	14-Mar-2018	1.3976  	
	15-Mar-2018	1.3929  	
	16-Mar-2018	1.39675  	
	19-Mar-2018	1.4046  	
	20-Mar-2018	1.4008  	
	21-Mar-2018	1.40495  	
	22-Mar-2018	1.4192  	
	23-Mar-2018	1.412  	
	26-Mar-2018	1.42265  	
	27-Mar-2018	1.4111  	
	28-Mar-2018	1.4143  	
	29-Mar-2018	1.40615  	
	02-Apr-2018	1.406  	
	03-Apr-2018	1.40265  	
	04-Apr-2018	1.40385  	
	05-Apr-2018	1.40635  	
	06-Apr-2018	1.4015  	
	09-Apr-2018	1.41035  	
	10-Apr-2018	1.4159  	
	11-Apr-2018	1.4193  	
	12-Apr-2018	1.41865  	
	13-Apr-2018	1.4279  	
	16-Apr-2018	1.42995  	
	17-Apr-2018	1.4334  	
	18-Apr-2018	1.42075  	
	19-Apr-2018	1.4218  	
	20-Apr-2018	1.4074  	
	23-Apr-2018	1.3953  	
	24-Apr-2018	1.3941  	
	25-Apr-2018	1.39525  	
	26-Apr-2018	1.39655  	
	27-Apr-2018	1.37685  	
	30-Apr-2018	1.3725  	
	01-May-2018	1.36945  	
	02-May-2018	1.36535  	
	03-May-2018	1.3585  	
	04-May-2018	1.35685  	
	07-May-2018	1.35315  	
	08-May-2018	1.35145  	
	09-May-2018	1.35645  	
	10-May-2018	1.3566  	
	11-May-2018	1.3575  	
	14-May-2018	1.3592  	
	15-May-2018	1.3539  	
	16-May-2018	1.3473  	
	17-May-2018	1.3493  	
	18-May-2018	1.3482  	
	21-May-2018	1.3401  	
	22-May-2018	1.3457  	
	23-May-2018	1.3351  	
	24-May-2018	1.3404  	
	25-May-2018	1.3341  	
	29-May-2018	1.3249  	
	30-May-2018	1.3276  	
	31-May-2018	1.3326  	
	01-Jun-2018	1.3324  	
	04-Jun-2018	1.3386  	
	05-Jun-2018	1.336  	
	06-Jun-2018	1.34175  	
	07-Jun-2018	1.34535  	
	08-Jun-2018	1.3389  	
	11-Jun-2018	1.33525  	
	12-Jun-2018	1.3391  	
	13-Jun-2018	1.3329  	
	14-Jun-2018	1.3432  	
	15-Jun-2018	1.3291  	
	18-Jun-2018	1.3252  	
	19-Jun-2018	1.3171  	
	20-Jun-2018	1.3158  	
	21-Jun-2018	1.3182  	
	22-Jun-2018	1.32965  	
	25-Jun-2018	1.3255  	
	26-Jun-2018	1.3241  	
	27-Jun-2018	1.3208  	
	28-Jun-2018	1.3098  	
	29-Jun-2018	1.31395  	
	02-Jul-2018	1.3164  	
	03-Jul-2018	1.3187  	
	05-Jul-2018	1.32445  	
	06-Jul-2018	1.32355  	
	09-Jul-2018	1.3333  	
	10-Jul-2018	1.32325  	
	11-Jul-2018	1.3245  	
	12-Jul-2018	1.3198  	
	13-Jul-2018	1.31275  	
	16-Jul-2018	1.3278  	
	17-Jul-2018	1.324  	
	18-Jul-2018	1.30305  	
	19-Jul-2018	1.2986  	
	20-Jul-2018	1.3034  	
	23-Jul-2018	1.31435  	
	24-Jul-2018	1.31345  	
	25-Jul-2018	1.31605  	
	26-Jul-2018	1.31755  	
	27-Jul-2018	1.30985  	
	30-Jul-2018	1.31105  	
	31-Jul-2018	1.3163  	
	01-Aug-2018	1.3129  	
	02-Aug-2018	1.31095  	
	03-Aug-2018	1.3003  	
	06-Aug-2018	1.29355  	
	07-Aug-2018	1.2965  	
	08-Aug-2018	1.2861  	
	09-Aug-2018	1.2888  	
	10-Aug-2018	1.2771  	
	13-Aug-2018	1.275  	
	14-Aug-2018	1.2773  	
	15-Aug-2018	1.271  	
	16-Aug-2018	1.26945  	
	17-Aug-2018	1.2709  	
	20-Aug-2018	1.2751  	
	21-Aug-2018	1.2835  	
	22-Aug-2018	1.289  	
	23-Aug-2018	1.2904  	
	24-Aug-2018	1.2857  	
	28-Aug-2018	1.28945  	
	29-Aug-2018	1.2887  	
	30-Aug-2018	1.30165  	
	31-Aug-2018	1.30055  	
	04-Sep-2018	1.2824  	
	05-Sep-2018	1.28245  	
	06-Sep-2018	1.2934  	
	07-Sep-2018	1.302  	
	10-Sep-2018	1.2931  	
	11-Sep-2018	1.3016  	
	12-Sep-2018	1.2984  	
	13-Sep-2018	1.30615  	
	14-Sep-2018	1.31195  	
	17-Sep-2018	1.3107  	
	18-Sep-2018	1.3139  	
	19-Sep-2018	1.3184  	
	20-Sep-2018	1.32325  	
	21-Sep-2018	1.3189  	
	24-Sep-2018	1.313  	
	25-Sep-2018	1.3154  	
	26-Sep-2018	1.31455  	
	27-Sep-2018	1.3139  	
	28-Sep-2018	1.3041  	
	01-Oct-2018	1.3039  	
	02-Oct-2018	1.2947  	
	03-Oct-2018	1.2981  	
	04-Oct-2018	1.29825  	
	05-Oct-2018	1.30375  	
	09-Oct-2018	1.3051  	
	10-Oct-2018	1.3163  	
	11-Oct-2018	1.3207  	
	12-Oct-2018	1.32195  	
	15-Oct-2018	1.3174  	
	16-Oct-2018	1.32185  	
	17-Oct-2018	1.3132  	
	18-Oct-2018	1.3129  	
	19-Oct-2018	1.30305  	
	22-Oct-2018	1.3027  	
	23-Oct-2018	1.29865  	
	24-Oct-2018	1.2918  	
	25-Oct-2018	1.2895  	
	26-Oct-2018	1.2791  	
	29-Oct-2018	1.2827  	
	30-Oct-2018	1.2741  	
	31-Oct-2018	1.2774  	
	01-Nov-2018	1.29155  	
	02-Nov-2018	1.3021  	
	05-Nov-2018	1.30035  	
	06-Nov-2018	1.3068  	
	07-Nov-2018	1.316  	
	08-Nov-2018	1.3104  	
	09-Nov-2018	1.3026  	
	12-Nov-2018	1.28685  	
	13-Nov-2018	1.2921  	
	14-Nov-2018	1.29345  	
	15-Nov-2018	1.28135  	
	16-Nov-2018	1.2815  	
	19-Nov-2018	1.28115  	
	20-Nov-2018	1.2847  	
	21-Nov-2018	1.2807  	
	26-Nov-2018	1.2857  	
	27-Nov-2018	1.2745  	
	28-Nov-2018	1.28  	
	29-Nov-2018	1.2767  	
	30-Nov-2018	1.2755  	
	03-Dec-2018	1.2723  	
	04-Dec-2018	1.281  	
	05-Dec-2018	1.27735  	
	06-Dec-2018	1.2746  	
	07-Dec-2018	1.277  	
	10-Dec-2018	1.26585  	
	11-Dec-2018	1.2605  	
	12-Dec-2018	1.2547  	
	13-Dec-2018	1.2654  	
	14-Dec-2018	1.2556  	
	17-Dec-2018	1.26415  	
	18-Dec-2018	1.2694  	
	19-Dec-2018	1.26495  	
	20-Dec-2018	1.26865  	
	21-Dec-2018	1.267  	
	26-Dec-2018	1.2674  	
	27-Dec-2018	1.2629  	
	28-Dec-2018	1.26955  	
	02-Jan-2019	1.26605  	
	03-Jan-2019	1.2556  	
	04-Jan-2019	1.2666  	
	07-Jan-2019	1.2754  	
	08-Jan-2019	1.27755  	
	09-Jan-2019	1.2733  	
	10-Jan-2019	1.2738  	
	11-Jan-2019	1.2825  	
	14-Jan-2019	1.2875  	
	15-Jan-2019	1.28615  	
	16-Jan-2019	1.2849  	
	17-Jan-2019	1.2898  	
	18-Jan-2019	1.2933  	
	22-Jan-2019	1.2896  	
	23-Jan-2019	1.3034  	
	24-Jan-2019	1.3021  	
	25-Jan-2019	1.3095  	
	28-Jan-2019	1.3145  	
	29-Jan-2019	1.3157  	
	30-Jan-2019	1.3101  	
	31-Jan-2019	1.31295  	
	01-Feb-2019	1.3062  	
	04-Feb-2019	1.3064  	
	05-Feb-2019	1.30125  	
	06-Feb-2019	1.29515  	
	07-Feb-2019	1.2873  	
	08-Feb-2019	1.29605  	
	11-Feb-2019	1.2914  	
	12-Feb-2019	1.28545  	
	13-Feb-2019	1.2942  	
	14-Feb-2019	1.2807  	
	15-Feb-2019	1.2819  	
	19-Feb-2019	1.29185  	
	20-Feb-2019	1.3024  	
	21-Feb-2019	1.30555  	
	22-Feb-2019	1.301  	
	25-Feb-2019	1.3085  	
	26-Feb-2019	1.3211  	
	27-Feb-2019	1.3318  	
	28-Feb-2019	1.3303  	
	01-Mar-2019	1.32235  	
	04-Mar-2019	1.3188  	
	05-Mar-2019	1.31775  	
	06-Mar-2019	1.3136  	
	07-Mar-2019	1.3138  	
	08-Mar-2019	1.3073  	
	11-Mar-2019	1.3021  	
	12-Mar-2019	1.3053  	
	13-Mar-2019	1.3157  	
	14-Mar-2019	1.32285  	
	15-Mar-2019	1.3264  	
	18-Mar-2019	1.32625  	
	19-Mar-2019	1.32775  	
	20-Mar-2019	1.32225  	
	21-Mar-2019	1.31245  	
	22-Mar-2019	1.3145  	
	25-Mar-2019	1.3188  	
	26-Mar-2019	1.3242  	
	27-Mar-2019	1.3225  	
	28-Mar-2019	1.3121  	
	29-Mar-2019	1.31055  	
	01-Apr-2019	1.3105  	
	02-Apr-2019	1.3058  	
	03-Apr-2019	1.3173  	
	04-Apr-2019	1.31475  	
	05-Apr-2019	1.30615  	
	08-Apr-2019	1.3053  	
	09-Apr-2019	1.3088  	
	10-Apr-2019	1.3081  	
	11-Apr-2019	1.3098  	
	12-Apr-2019	1.30825  	
	15-Apr-2019	1.3112  	
	16-Apr-2019	1.3087  	
	17-Apr-2019	1.30465  	
	18-Apr-2019	1.30095  	
	23-Apr-2019	1.3007  	
	24-Apr-2019	1.29375  	
	25-Apr-2019	1.2874  	
	26-Apr-2019	1.29115  	
	29-Apr-2019	1.2921  	
	30-Apr-2019	1.30105  	
	01-May-2019	1.30655  	
	02-May-2019	1.30575  	
	03-May-2019	1.2999  	
	07-May-2019	1.30885  	
	08-May-2019	1.3017  	
	09-May-2019	1.2984  	
	10-May-2019	1.3022  	
	13-May-2019	1.30245  	
	14-May-2019	1.29525  	
	15-May-2019	1.2907  	
	16-May-2019	1.2823  	
	17-May-2019	1.2757  	
	20-May-2019	1.2741  	
	21-May-2019	1.26955  	
	22-May-2019	1.26675  	
	23-May-2019	1.2646  	
	24-May-2019	1.2693  	
	28-May-2019	1.26735  	
	29-May-2019	1.2643  	
	30-May-2019	1.2631  	
	31-May-2019	1.25805  	
	03-Jun-2019	1.2647  	
	04-Jun-2019	1.269  	
	05-Jun-2019	1.27095  	
	06-Jun-2019	1.2691  	
	07-Jun-2019	1.27165  	
	10-Jun-2019	1.26755  	
	11-Jun-2019	1.27  	
	12-Jun-2019	1.2734  	
	13-Jun-2019	1.26705  	
	14-Jun-2019	1.26385  	
	17-Jun-2019	1.25945  	
	18-Jun-2019	1.25355  	
	19-Jun-2019	1.2586  	
	20-Jun-2019	1.27  	
	21-Jun-2019	1.2663  	
	24-Jun-2019	1.27405  	
	25-Jun-2019	1.2756  	
	26-Jun-2019	1.2689  	
	27-Jun-2019	1.2714  	
	28-Jun-2019	1.26875  	
	01-Jul-2019	1.2637  	
	02-Jul-2019	1.26275  	
	03-Jul-2019	1.25705  	
	05-Jul-2019	1.25475  	
	08-Jul-2019	1.2523  	
	09-Jul-2019	1.2465  	
	10-Jul-2019	1.247  	
	11-Jul-2019	1.256  	
	12-Jul-2019	1.2532  	
	15-Jul-2019	1.2546  	
	16-Jul-2019	1.2418  	
	17-Jul-2019	1.2405  	
	18-Jul-2019	1.24755  	
	19-Jul-2019	1.2543  	
	22-Jul-2019	1.2468  	
	23-Jul-2019	1.24605  	
	24-Jul-2019	1.25185  	
	25-Jul-2019	1.2495  	
	26-Jul-2019	1.24285  	
	29-Jul-2019	1.2318  	
	30-Jul-2019	1.21695  	
	31-Jul-2019	1.2165  	
	01-Aug-2019	1.2103  	
	02-Aug-2019	1.2106  	
	05-Aug-2019	1.2164  	
	06-Aug-2019	1.2183  	
	07-Aug-2019	1.2137  	
	08-Aug-2019	1.2152  	
	09-Aug-2019	1.2088  	
	12-Aug-2019	1.20865  	
	13-Aug-2019	1.2086  	
	14-Aug-2019	1.2099  	
	15-Aug-2019	1.2093  	
	16-Aug-2019	1.216  	
	19-Aug-2019	1.2123  	
	20-Aug-2019	1.2075  	
	21-Aug-2019	1.2123  	
	22-Aug-2019	1.21385  	
	23-Aug-2019	1.2218  	
	26-Aug-2019	1.22415  	
	27-Aug-2019	1.2254  	
	28-Aug-2019	1.221  	
	29-Aug-2019	1.21965  	
	30-Aug-2019	1.2178  	
	03-Sep-2019	1.2031  	
	04-Sep-2019	1.221  	
	05-Sep-2019	1.23355  	
	06-Sep-2019	1.2298  	
	09-Sep-2019	1.23755  	
	10-Sep-2019	1.2335  	
	11-Sep-2019	1.2354  	
	12-Sep-2019	1.23205  	
	13-Sep-2019	1.24525  	
	16-Sep-2019	1.2451  	
	17-Sep-2019	1.2404  	
	18-Sep-2019	1.2463  	
	19-Sep-2019	1.24505  	
	20-Sep-2019	1.2501  	
	23-Sep-2019	1.24295  	
	24-Sep-2019	1.24445  	
	25-Sep-2019	1.2417  	
	26-Sep-2019	1.23425  	
	27-Sep-2019	1.23065  	
	30-Sep-2019	1.2301  	
	01-Oct-2019	1.2303  	
	02-Oct-2019	1.22525  	
	03-Oct-2019	1.22925  	
	04-Oct-2019	1.2336  	
	07-Oct-2019	1.233  	
